model,landscape,replicate,fixed_site,data_split,mean_absolute_effects
cnn,k5,r7,2,G,0.15967849
cnn,k5,r7,3,C,0.16223371
cnn,k5,r7,3,E,0.15867937
cnn,k5,r7,3,F,0.16062957
cnn,k5,r7,3,D,0.16123073
cnn,k5,r7,3,G,0.16029716
cnn,k5,r7,4,C,0.15845746
cnn,k5,r7,4,E,0.15972492
cnn,k5,r7,4,F,0.15871097
cnn,k5,r7,4,D,0.15883943
cnn,k5,r7,4,G,0.15947106
cnn,k5,r7,5,C,0.15932366
cnn,k5,r7,5,E,0.15906797
cnn,k5,r7,5,F,0.1606641
cnn,k5,r7,5,D,0.1578302
cnn,k5,r7,5,G,0.15895872
cnn,k5,r2,0,C,0.1603729
cnn,k5,r2,0,E,0.1597453
cnn,k5,r2,0,F,0.15762034
cnn,k5,r2,0,D,0.16021974
cnn,k5,r2,0,G,0.16123334
cnn,k5,r2,1,C,0.15900098
cnn,k5,r2,1,E,0.16231704
cnn,k5,r2,1,F,0.15768778
cnn,k5,r2,1,D,0.15915692
cnn,k5,r2,1,G,0.16004205
cnn,k5,r2,2,C,0.15950157
cnn,k5,r2,2,E,0.16056849
cnn,k5,r2,2,F,0.15894163
cnn,k5,r2,2,D,0.16049111
cnn,k5,r2,2,G,0.16072531
cnn,k5,r2,3,C,0.15967755
cnn,k5,r2,3,E,0.16286497
cnn,k5,r2,3,F,0.16044398
cnn,k5,r2,3,D,0.16152732
cnn,k5,r2,3,G,0.16055043
cnn,k5,r2,4,C,0.16266532
cnn,k5,r2,4,E,0.1597616
cnn,k5,r2,4,F,0.16263634
cnn,k5,r2,4,D,0.16139993
cnn,k5,r2,4,G,0.15815108
cnn,k5,r2,5,C,0.1605919
cnn,k5,r2,5,E,0.16024975
cnn,k5,r2,5,F,0.15973724
cnn,k5,r2,5,D,0.15960234
cnn,k5,r2,5,G,0.16021147
gb,k0,r5,0,C,0.065953836
gb,k0,r5,0,E,0.20926572
gb,k0,r5,0,F,0.13767095
gb,k0,r5,0,D,0.018516796
gb,k0,r5,0,G,0.026887167
gb,k0,r5,1,C,0.15820572
gb,k0,r5,1,E,0.103807
gb,k0,r5,1,F,0.083634384
gb,k0,r5,1,D,0.0007388553
gb,k0,r5,1,G,0.080022685
gb,k0,r5,2,C,0.018834224
gb,k0,r5,2,E,0.03706935
gb,k0,r5,2,F,0.057612713
gb,k0,r5,2,D,0.0026267162
gb,k0,r5,2,G,0.0884459
gb,k0,r5,3,C,0.097211346
gb,k0,r5,3,E,0.10333085
gb,k0,r5,3,F,0.07708268
gb,k0,r5,3,D,0.16658758
gb,k0,r5,3,G,0.10435043
gb,k0,r5,4,C,0.026050717
gb,k0,r5,4,E,0.008586517
gb,k0,r5,4,F,0.0071242736
gb,k0,r5,4,D,0.13546696
gb,k0,r5,4,G,0.012230428
gb,k0,r5,5,C,0.03099595
gb,k0,r5,5,E,0.017312061
gb,k0,r5,5,F,0.06437873
gb,k0,r5,5,D,0.04597736
gb,k0,r5,5,G,0.107806295
gb,k0,r4,0,C,0.032262083
gb,k0,r4,0,E,0.031086477
gb,k0,r4,0,F,0.08901338
gb,k0,r4,0,D,0.04232037
gb,k0,r4,0,G,0.087184906
gb,k0,r4,1,C,0.18132819
gb,k0,r4,1,E,0.09087613
gb,k0,r4,1,F,0.11507605
gb,k0,r4,1,D,0.017186211
gb,k0,r4,1,G,0.054427084
gb,k0,r4,2,C,0.050104234
gb,k0,r4,2,E,0.07103872
gb,k0,r4,2,F,0.07341272
gb,k0,r4,2,D,0.085438356
gb,k0,r4,2,G,0.025826493
gb,k0,r4,3,C,0.05855532
gb,k0,r4,3,E,0.10029189
gb,k0,r4,3,F,0.005446962
gb,k0,r4,3,D,0.16317853
gb,k0,r4,3,G,0.045568902
gb,k0,r4,4,C,0.024949523
gb,k0,r4,4,E,0.13144732
gb,k0,r4,4,F,0.13490942
gb,k0,r4,4,D,0.07381185
gb,k0,r4,4,G,0.13250613
gb,k0,r4,5,C,0.0410146
gb,k0,r4,5,E,0.090680376
gb,k0,r4,5,F,0.13541605
gb,k0,r4,5,D,0.025168866
gb,k0,r4,5,G,0.123756126
gb,k0,r7,0,C,0.116094604
gb,k0,r7,0,E,0.032379057
gb,k0,r7,0,F,0.009122287
gb,k0,r7,0,D,0.028784497
gb,k0,r7,0,G,0.058759052
gb,k0,r7,1,C,0.006120513
gb,k0,r7,1,E,0.1496514
gb,k0,r7,1,F,0.1115445
gb,k0,r7,1,D,0.038433097
gb,k0,r7,1,G,0.12612006
gb,k0,r7,2,C,0.025340116
gb,k0,r7,2,E,0.17269878
gb,k0,r7,2,F,0.041790664
gb,k0,r7,2,D,0.09875147
gb,k0,r7,2,G,0.19174853
gb,k0,r7,3,C,0.14630966
gb,k0,r7,3,E,0.009304398
gb,k0,r7,3,F,0.0047749346
gb,k0,r7,3,D,0.016726132
gb,k0,r7,3,G,0.16595675
gb,k0,r7,4,C,0.0070170746
gb,k0,r7,4,E,0.11003292
gb,k0,r7,4,F,0.03268728
gb,k0,r7,4,D,0.042255573
gb,k0,r7,4,G,0.019493535
gb,k0,r7,5,C,0.113901645
gb,k0,r7,5,E,0.18219735
gb,k0,r7,5,F,0.059143968
gb,k0,r7,5,D,0.08768053
gb,k0,r7,5,G,0.06444408
gb,k0,r2,0,C,0.041663203
gb,k0,r2,0,E,0.11297522
gb,k0,r2,0,F,0.048796885
gb,k0,r2,0,D,0.06761956
gb,k0,r2,0,G,0.020732798
gb,k0,r2,1,C,0.0039045508
gb,k0,r2,1,E,0.028442733
gb,k0,r2,1,F,0.030477015
gb,k0,r2,1,D,0.15461434
gb,k0,r2,1,G,0.02349569
gb,k0,r2,2,C,0.16631182
gb,k0,r2,2,E,0.158874
gb,k0,r2,2,F,0.09177799
gb,k0,r2,2,D,0.04381674
gb,k0,r2,2,G,0.15738706
gb,k0,r2,3,C,0.090098314
gb,k0,r2,3,E,0.076035224
gb,k0,r2,3,F,0.02827244
gb,k0,r2,3,D,0.10378741
gb,k0,r2,3,G,0.015753046
gb,k0,r2,4,C,0.055757366
gb,k0,r2,4,E,0.10183562
gb,k0,r2,4,F,0.056899484
gb,k0,r2,4,D,0.065788396
gb,k0,r2,4,G,0.053406358
gb,k0,r2,5,C,0.028567879
gb,k0,r2,5,E,0.15568092
gb,k0,r2,5,F,0.049777694
gb,k0,r2,5,D,0.047482513
gb,k0,r2,5,G,0.029613012
gb,k1,r5,0,C,0.04848569
gb,k1,r5,0,E,0.05193445
gb,k1,r5,0,F,0.07497459
gb,k1,r5,0,D,0.039976567
gb,k1,r5,0,G,0.050787468
gb,k1,r5,1,C,0.1001442
gb,k1,r5,1,E,0.071880594
gb,k1,r5,1,F,0.08298298
gb,k1,r5,1,D,0.063869536
gb,k1,r5,1,G,0.08377194
gb,k1,r5,2,C,0.07927193
gb,k1,r5,2,E,0.080608204
gb,k1,r5,2,F,0.1069403
gb,k1,r5,2,D,0.080494195
gb,k1,r5,2,G,0.10071005
gb,k1,r5,3,C,0.09759834
gb,k1,r5,3,E,0.102472074
gb,k1,r5,3,F,0.074084766
gb,k1,r5,3,D,0.095189616
gb,k1,r5,3,G,0.110313125
gb,k1,r5,4,C,0.116252795
gb,k1,r5,4,E,0.13408011
gb,k1,r5,4,F,0.1764243
gb,k1,r5,4,D,0.10242636
gb,k1,r5,4,G,0.14404911
gb,k1,r5,5,C,0.088506095
gb,k1,r5,5,E,0.10770768
gb,k1,r5,5,F,0.07470082
gb,k1,r5,5,D,0.070225455
gb,k1,r5,5,G,0.09884234
gb,k1,r4,0,C,0.096530855
gb,k1,r4,0,E,0.1031584
gb,k1,r4,0,F,0.07731339
gb,k1,r4,0,D,0.10950439
gb,k1,r4,0,G,0.07805915
gb,k1,r4,1,C,0.10676661
gb,k1,r4,1,E,0.09974513
gb,k1,r4,1,F,0.13470794
gb,k1,r4,1,D,0.13634244
gb,k1,r4,1,G,0.12712188
gb,k1,r4,2,C,0.082977705
gb,k1,r4,2,E,0.053323314
gb,k1,r4,2,F,0.07492434
gb,k1,r4,2,D,0.061289232
gb,k1,r4,2,G,0.07676639
gb,k1,r4,3,C,0.065130465
gb,k1,r4,3,E,0.07650548
gb,k1,r4,3,F,0.04344239
gb,k1,r4,3,D,0.056157045
gb,k1,r4,3,G,0.061077468
gb,k1,r4,4,C,0.18929905
gb,k1,r4,4,E,0.110554904
gb,k1,r4,4,F,0.14339899
gb,k1,r4,4,D,0.1934212
gb,k1,r4,4,G,0.16645493
gb,k1,r4,5,C,0.075272515
gb,k1,r4,5,E,0.13419217
gb,k1,r4,5,F,0.058109
gb,k1,r4,5,D,0.09539128
gb,k1,r4,5,G,0.10996454
gb,k1,r7,0,C,0.08803403
gb,k1,r7,0,E,0.10525134
gb,k1,r7,0,F,0.11706026
gb,k1,r7,0,D,0.11372214
gb,k1,r7,0,G,0.117589734
gb,k1,r7,1,C,0.12928006
gb,k1,r7,1,E,0.10582296
gb,k1,r7,1,F,0.088744804
gb,k1,r7,1,D,0.09664588
gb,k1,r7,1,G,0.059930198
gb,k1,r7,2,C,0.10241458
gb,k1,r7,2,E,0.099938415
gb,k1,r7,2,F,0.15650472
gb,k1,r7,2,D,0.09545368
gb,k1,r7,2,G,0.15045317
gb,k1,r7,3,C,0.040480305
gb,k1,r7,3,E,0.10272548
gb,k1,r7,3,F,0.080878235
gb,k1,r7,3,D,0.15872626
gb,k1,r7,3,G,0.06524291
gb,k1,r7,4,C,0.051832546
gb,k1,r7,4,E,0.06620893
gb,k1,r7,4,F,0.06852422
gb,k1,r7,4,D,0.065963045
gb,k1,r7,4,G,0.06524766
gb,k1,r7,5,C,0.09761755
gb,k1,r7,5,E,0.14974992
gb,k1,r7,5,F,0.10463931
gb,k1,r7,5,D,0.11956207
gb,k1,r7,5,G,0.12504381
gb,k1,r2,0,C,0.1088916
gb,k1,r2,0,E,0.1180402
gb,k1,r2,0,F,0.118338004
gb,k1,r2,0,D,0.096709184
gb,k1,r2,0,G,0.09379016
gb,k1,r2,1,C,0.08101953
gb,k1,r2,1,E,0.06770946
gb,k1,r2,1,F,0.08609935
gb,k1,r2,1,D,0.07147871
gb,k1,r2,1,G,0.07133087
gb,k1,r2,2,C,0.20202763
gb,k1,r2,2,E,0.12751421
gb,k1,r2,2,F,0.18354529
gb,k1,r2,2,D,0.14326116
gb,k1,r2,2,G,0.1804784
gb,k1,r2,3,C,0.07952145
gb,k1,r2,3,E,0.07235378
gb,k1,r2,3,F,0.059866894
gb,k1,r2,3,D,0.09225312
gb,k1,r2,3,G,0.107707456
gb,k1,r2,4,C,0.14291354
gb,k1,r2,4,E,0.0978087
gb,k1,r2,4,F,0.074626215
gb,k1,r2,4,D,0.08481328
gb,k1,r2,4,G,0.10979928
gb,k1,r2,5,C,0.0694355
gb,k1,r2,5,E,0.07128903
gb,k1,r2,5,F,0.070633575
gb,k1,r2,5,D,0.07250711
gb,k1,r2,5,G,0.10790744
gb,k2,r5,0,C,0.13085921
gb,k2,r5,0,E,0.13477527
gb,k2,r5,0,F,0.1427865
gb,k2,r5,0,D,0.13889259
gb,k2,r5,0,G,0.14099532
gb,k2,r5,1,C,0.09867181
gb,k2,r5,1,E,0.09865984
gb,k2,r5,1,F,0.11224351
gb,k2,r5,1,D,0.10684088
gb,k2,r5,1,G,0.091497354
gb,k2,r5,2,C,0.13000317
gb,k2,r5,2,E,0.1335074
gb,k2,r5,2,F,0.1274666
gb,k2,r5,2,D,0.13139996
gb,k2,r5,2,G,0.13760364
gb,k2,r5,3,C,0.10923367
gb,k2,r5,3,E,0.11933337
gb,k2,r5,3,F,0.11911115
gb,k2,r5,3,D,0.11331454
gb,k2,r5,3,G,0.12545933
gb,k2,r5,4,C,0.10207109
gb,k2,r5,4,E,0.10261356
gb,k2,r5,4,F,0.09334497
gb,k2,r5,4,D,0.09424279
gb,k2,r5,4,G,0.0957691
gb,k2,r5,5,C,0.10743258
gb,k2,r5,5,E,0.11243436
gb,k2,r5,5,F,0.11473139
gb,k2,r5,5,D,0.106540866
gb,k2,r5,5,G,0.124353506
gb,k2,r4,0,C,0.16767648
gb,k2,r4,0,E,0.15536964
gb,k2,r4,0,F,0.16401389
gb,k2,r4,0,D,0.15664569
gb,k2,r4,0,G,0.17385076
gb,k2,r4,1,C,0.09261873
gb,k2,r4,1,E,0.099364966
gb,k2,r4,1,F,0.08226561
gb,k2,r4,1,D,0.1024604
gb,k2,r4,1,G,0.077354595
gb,k2,r4,2,C,0.095003754
gb,k2,r4,2,E,0.08852897
gb,k2,r4,2,F,0.09278736
gb,k2,r4,2,D,0.086686015
gb,k2,r4,2,G,0.08185855
gb,k2,r4,3,C,0.12550269
gb,k2,r4,3,E,0.14571239
gb,k2,r4,3,F,0.13450453
gb,k2,r4,3,D,0.12978366
gb,k2,r4,3,G,0.13629119
gb,k2,r4,4,C,0.06306026
gb,k2,r4,4,E,0.066129506
gb,k2,r4,4,F,0.05859176
gb,k2,r4,4,D,0.06725483
gb,k2,r4,4,G,0.05965517
gb,k2,r4,5,C,0.108473025
gb,k2,r4,5,E,0.12695363
gb,k2,r4,5,F,0.121760905
gb,k2,r4,5,D,0.12553114
gb,k2,r4,5,G,0.119302206
gb,k2,r7,0,C,0.12288562
gb,k2,r7,0,E,0.11286209
gb,k2,r7,0,F,0.11261858
gb,k2,r7,0,D,0.12901147
gb,k2,r7,0,G,0.09759959
gb,k2,r7,1,C,0.13616583
gb,k2,r7,1,E,0.13160497
gb,k2,r7,1,F,0.12280327
gb,k2,r7,1,D,0.13729556
gb,k2,r7,1,G,0.1362541
gb,k2,r7,2,C,0.11503014
gb,k2,r7,2,E,0.12565778
gb,k2,r7,2,F,0.118211344
gb,k2,r7,2,D,0.12545855
gb,k2,r7,2,G,0.12607205
gb,k2,r7,3,C,0.11084126
gb,k2,r7,3,E,0.08994656
gb,k2,r7,3,F,0.09482132
gb,k2,r7,3,D,0.092444465
gb,k2,r7,3,G,0.08650817
gb,k2,r7,4,C,0.12183448
gb,k2,r7,4,E,0.11267079
gb,k2,r7,4,F,0.11782605
gb,k2,r7,4,D,0.11052544
gb,k2,r7,4,G,0.11235421
gb,k2,r7,5,C,0.115982026
gb,k2,r7,5,E,0.11761173
gb,k2,r7,5,F,0.106452756
gb,k2,r7,5,D,0.11204763
gb,k2,r7,5,G,0.108298704
gb,k2,r2,0,C,0.12112407
gb,k2,r2,0,E,0.12815928
gb,k2,r2,0,F,0.13135964
gb,k2,r2,0,D,0.13398632
gb,k2,r2,0,G,0.12430701
gb,k2,r2,1,C,0.1088392
gb,k2,r2,1,E,0.10889957
gb,k2,r2,1,F,0.10376377
gb,k2,r2,1,D,0.103903644
gb,k2,r2,1,G,0.1086085
gb,k2,r2,2,C,0.110764325
gb,k2,r2,2,E,0.09618613
gb,k2,r2,2,F,0.10817345
gb,k2,r2,2,D,0.12183715
gb,k2,r2,2,G,0.11114984
gb,k2,r2,3,C,0.12853464
gb,k2,r2,3,E,0.10808291
gb,k2,r2,3,F,0.13376081
gb,k2,r2,3,D,0.110198215
gb,k2,r2,3,G,0.124676585
gb,k2,r2,4,C,0.085545056
gb,k2,r2,4,E,0.07534381
gb,k2,r2,4,F,0.088848166
gb,k2,r2,4,D,0.0768006
gb,k2,r2,4,G,0.098806396
gb,k2,r2,5,C,0.094920546
gb,k2,r2,5,E,0.08580905
gb,k2,r2,5,F,0.083558254
gb,k2,r2,5,D,0.10229806
gb,k2,r2,5,G,0.096158564
gb,k3,r5,0,C,0.12328687
gb,k3,r5,0,E,0.12900586
gb,k3,r5,0,F,0.13300303
gb,k3,r5,0,D,0.12935369
gb,k3,r5,0,G,0.12583572
gb,k3,r5,1,C,0.14286245
gb,k3,r5,1,E,0.14720415
gb,k3,r5,1,F,0.14670463
gb,k3,r5,1,D,0.14959389
gb,k3,r5,1,G,0.14465357
gb,k3,r5,2,C,0.09410321
gb,k3,r5,2,E,0.0911612
gb,k3,r5,2,F,0.090675354
gb,k3,r5,2,D,0.09101309
gb,k3,r5,2,G,0.09500237
gb,k3,r5,3,C,0.11386125
gb,k3,r5,3,E,0.10872602
gb,k3,r5,3,F,0.10923587
gb,k3,r5,3,D,0.10819818
gb,k3,r5,3,G,0.11360193
gb,k3,r5,4,C,0.14172003
gb,k3,r5,4,E,0.14493269
gb,k3,r5,4,F,0.14507622
gb,k3,r5,4,D,0.14364411
gb,k3,r5,4,G,0.15158056
gb,k3,r5,5,C,0.13499677
gb,k3,r5,5,E,0.13920385
gb,k3,r5,5,F,0.14080767
gb,k3,r5,5,D,0.14208278
gb,k3,r5,5,G,0.13352957
gb,k3,r4,0,C,0.12678258
gb,k3,r4,0,E,0.13025202
gb,k3,r4,0,F,0.122218914
gb,k3,r4,0,D,0.13468003
gb,k3,r4,0,G,0.12959614
gb,k3,r4,1,C,0.084659085
gb,k3,r4,1,E,0.09235705
gb,k3,r4,1,F,0.09250446
gb,k3,r4,1,D,0.09572091
gb,k3,r4,1,G,0.09022319
gb,k3,r4,2,C,0.14858373
gb,k3,r4,2,E,0.1456046
gb,k3,r4,2,F,0.14478931
gb,k3,r4,2,D,0.14342071
gb,k3,r4,2,G,0.14471959
gb,k3,r4,3,C,0.119852625
gb,k3,r4,3,E,0.11298052
gb,k3,r4,3,F,0.11431519
gb,k3,r4,3,D,0.120938316
gb,k3,r4,3,G,0.109653
gb,k3,r4,4,C,0.12928748
gb,k3,r4,4,E,0.13553265
gb,k3,r4,4,F,0.1334711
gb,k3,r4,4,D,0.12990849
gb,k3,r4,4,G,0.12536594
gb,k3,r4,5,C,0.16341683
gb,k3,r4,5,E,0.16136386
gb,k3,r4,5,F,0.15777156
gb,k3,r4,5,D,0.16510154
gb,k3,r4,5,G,0.15303686
gb,k3,r7,0,C,0.13780074
gb,k3,r7,0,E,0.13931488
gb,k3,r7,0,F,0.1336032
gb,k3,r7,0,D,0.13084109
gb,k3,r7,0,G,0.1374474
gb,k3,r7,1,C,0.15176323
gb,k3,r7,1,E,0.14638862
gb,k3,r7,1,F,0.14861462
gb,k3,r7,1,D,0.14966837
gb,k3,r7,1,G,0.14934139
gb,k3,r7,2,C,0.15154816
gb,k3,r7,2,E,0.15105355
gb,k3,r7,2,F,0.14733948
gb,k3,r7,2,D,0.15109748
gb,k3,r7,2,G,0.14656495
gb,k3,r7,3,C,0.13197745
gb,k3,r7,3,E,0.1300534
gb,k3,r7,3,F,0.12899458
gb,k3,r7,3,D,0.13221392
gb,k3,r7,3,G,0.13132459
gb,k3,r7,4,C,0.12669638
gb,k3,r7,4,E,0.13228182
gb,k3,r7,4,F,0.13505673
gb,k3,r7,4,D,0.13393156
gb,k3,r7,4,G,0.12569617
gb,k3,r7,5,C,0.0926227
gb,k3,r7,5,E,0.09348834
gb,k3,r7,5,F,0.09294053
gb,k3,r7,5,D,0.089112304
gb,k3,r7,5,G,0.09637298
gb,k3,r2,0,C,0.14867547
gb,k3,r2,0,E,0.14439046
gb,k3,r2,0,F,0.1488574
gb,k3,r2,0,D,0.15317842
gb,k3,r2,0,G,0.1459737
gb,k3,r2,1,C,0.12738518
gb,k3,r2,1,E,0.13054425
gb,k3,r2,1,F,0.1289403
gb,k3,r2,1,D,0.12816164
gb,k3,r2,1,G,0.12795894
gb,k3,r2,2,C,0.11150033
gb,k3,r2,2,E,0.114161484
gb,k3,r2,2,F,0.10989612
gb,k3,r2,2,D,0.112133935
gb,k3,r2,2,G,0.1166068
gb,k3,r2,3,C,0.14560452
gb,k3,r2,3,E,0.14800608
gb,k3,r2,3,F,0.1472746
gb,k3,r2,3,D,0.14861612
gb,k3,r2,3,G,0.14157271
gb,k3,r2,4,C,0.149226
gb,k3,r2,4,E,0.15112904
gb,k3,r2,4,F,0.14755896
gb,k3,r2,4,D,0.14637634
gb,k3,r2,4,G,0.14622591
gb,k3,r2,5,C,0.09665393
gb,k3,r2,5,E,0.09428018
gb,k3,r2,5,F,0.08958159
gb,k3,r2,5,D,0.09115904
gb,k3,r2,5,G,0.09380898
gb,k4,r5,0,C,0.1489636
gb,k4,r5,0,E,0.1500247
gb,k4,r5,0,F,0.14862189
gb,k4,r5,0,D,0.15044516
gb,k4,r5,0,G,0.15000089
gb,k4,r5,1,C,0.14900237
gb,k4,r5,1,E,0.14908895
gb,k4,r5,1,F,0.14724816
gb,k4,r5,1,D,0.14777815
gb,k4,r5,1,G,0.1498048
gb,k4,r5,2,C,0.16324463
gb,k4,r5,2,E,0.16426058
gb,k4,r5,2,F,0.16517843
gb,k4,r5,2,D,0.16185604
gb,k4,r5,2,G,0.1629609
gb,k4,r5,3,C,0.1360496
gb,k4,r5,3,E,0.13476902
gb,k4,r5,3,F,0.13188878
gb,k4,r5,3,D,0.13543259
gb,k4,r5,3,G,0.13750103
gb,k4,r5,4,C,0.1502026
gb,k4,r5,4,E,0.14875731
gb,k4,r5,4,F,0.14669737
gb,k4,r5,4,D,0.14977372
gb,k4,r5,4,G,0.14909688
gb,k4,r5,5,C,0.15015459
gb,k4,r5,5,E,0.15272835
gb,k4,r5,5,F,0.15078707
gb,k4,r5,5,D,0.14746885
gb,k4,r5,5,G,0.14952756
gb,k4,r4,0,C,0.13875227
gb,k4,r4,0,E,0.14169563
gb,k4,r4,0,F,0.14176972
gb,k4,r4,0,D,0.14380376
gb,k4,r4,0,G,0.13941629
gb,k4,r4,1,C,0.1298649
gb,k4,r4,1,E,0.13076578
gb,k4,r4,1,F,0.12968414
gb,k4,r4,1,D,0.12961715
gb,k4,r4,1,G,0.12488993
gb,k4,r4,2,C,0.15591712
gb,k4,r4,2,E,0.15667216
gb,k4,r4,2,F,0.15440327
gb,k4,r4,2,D,0.15364446
gb,k4,r4,2,G,0.15482123
gb,k4,r4,3,C,0.15350787
gb,k4,r4,3,E,0.15181711
gb,k4,r4,3,F,0.1565644
gb,k4,r4,3,D,0.15862757
gb,k4,r4,3,G,0.15486282
gb,k4,r4,4,C,0.1267459
gb,k4,r4,4,E,0.12724993
gb,k4,r4,4,F,0.12564297
gb,k4,r4,4,D,0.12667933
gb,k4,r4,4,G,0.12617344
gb,k4,r4,5,C,0.14041628
gb,k4,r4,5,E,0.14307721
gb,k4,r4,5,F,0.14553156
gb,k4,r4,5,D,0.13956887
gb,k4,r4,5,G,0.14162238
gb,k4,r7,0,C,0.13871454
gb,k4,r7,0,E,0.14295197
gb,k4,r7,0,F,0.13937049
gb,k4,r7,0,D,0.13999292
gb,k4,r7,0,G,0.14080347
gb,k4,r7,1,C,0.12719803
gb,k4,r7,1,E,0.12831978
gb,k4,r7,1,F,0.12730445
gb,k4,r7,1,D,0.13194788
gb,k4,r7,1,G,0.12848938
gb,k4,r7,2,C,0.1253333
gb,k4,r7,2,E,0.1260805
gb,k4,r7,2,F,0.12470133
gb,k4,r7,2,D,0.12571137
gb,k4,r7,2,G,0.12424004
gb,k4,r7,3,C,0.15348728
gb,k4,r7,3,E,0.1546442
gb,k4,r7,3,F,0.15505476
gb,k4,r7,3,D,0.15360951
gb,k4,r7,3,G,0.15741237
gb,k4,r7,4,C,0.15724948
gb,k4,r7,4,E,0.1572383
gb,k4,r7,4,F,0.1544867
gb,k4,r7,4,D,0.15693988
gb,k4,r7,4,G,0.15855405
gb,k4,r7,5,C,0.14491919
gb,k4,r7,5,E,0.14430407
gb,k4,r7,5,F,0.1447958
gb,k4,r7,5,D,0.14425184
gb,k4,r7,5,G,0.14525686
gb,k4,r2,0,C,0.11045452
gb,k4,r2,0,E,0.11009538
gb,k4,r2,0,F,0.10864492
gb,k4,r2,0,D,0.11036297
gb,k4,r2,0,G,0.10805587
gb,k4,r2,1,C,0.1549427
gb,k4,r2,1,E,0.15761319
gb,k4,r2,1,F,0.15549064
gb,k4,r2,1,D,0.1523271
gb,k4,r2,1,G,0.1525056
gb,k4,r2,2,C,0.14159225
gb,k4,r2,2,E,0.14170496
gb,k4,r2,2,F,0.14153098
gb,k4,r2,2,D,0.14224033
gb,k4,r2,2,G,0.14309202
gb,k4,r2,3,C,0.13703644
gb,k4,r2,3,E,0.14358759
gb,k4,r2,3,F,0.1435453
gb,k4,r2,3,D,0.13946742
gb,k4,r2,3,G,0.1433023
gb,k4,r2,4,C,0.13865879
gb,k4,r2,4,E,0.13838759
gb,k4,r2,4,F,0.14025933
gb,k4,r2,4,D,0.13958797
gb,k4,r2,4,G,0.14488563
gb,k4,r2,5,C,0.1568143
gb,k4,r2,5,E,0.15817037
gb,k4,r2,5,F,0.1572769
gb,k4,r2,5,D,0.15511692
gb,k4,r2,5,G,0.15699837
gb,k5,r5,0,C,0.16485131
gb,k5,r5,0,E,0.16415708
gb,k5,r5,0,F,0.16695975
gb,k5,r5,0,D,0.16322483
gb,k5,r5,0,G,0.16201352
gb,k5,r5,1,C,0.16394417
gb,k5,r5,1,E,0.16174509
gb,k5,r5,1,F,0.16384435
gb,k5,r5,1,D,0.16525127
gb,k5,r5,1,G,0.16225235
gb,k5,r5,2,C,0.16269039
gb,k5,r5,2,E,0.16533077
gb,k5,r5,2,F,0.16480541
gb,k5,r5,2,D,0.16244838
gb,k5,r5,2,G,0.1644452
gb,k5,r5,3,C,0.16210265
gb,k5,r5,3,E,0.16377246
gb,k5,r5,3,F,0.16314065
gb,k5,r5,3,D,0.16548887
gb,k5,r5,3,G,0.16418588
gb,k5,r5,4,C,0.16272724
gb,k5,r5,4,E,0.16510412
gb,k5,r5,4,F,0.16442256
gb,k5,r5,4,D,0.16523066
gb,k5,r5,4,G,0.16564573
gb,k5,r5,5,C,0.16362005
gb,k5,r5,5,E,0.16062114
gb,k5,r5,5,F,0.16004857
gb,k5,r5,5,D,0.16218643
gb,k5,r5,5,G,0.16317666
gb,k5,r4,0,C,0.16103543
gb,k5,r4,0,E,0.15942545
gb,k5,r4,0,F,0.16147026
gb,k5,r4,0,D,0.15980394
gb,k5,r4,0,G,0.16003047
gb,k5,r4,1,C,0.15994869
gb,k5,r4,1,E,0.16073537
gb,k5,r4,1,F,0.15841402
gb,k5,r4,1,D,0.15842307
gb,k5,r4,1,G,0.15803449
gb,k5,r4,2,C,0.16320446
gb,k5,r4,2,E,0.1603701
gb,k5,r4,2,F,0.16059609
gb,k5,r4,2,D,0.16092989
gb,k5,r4,2,G,0.16199131
gb,k5,r4,3,C,0.16043201
gb,k5,r4,3,E,0.15945755
gb,k5,r4,3,F,0.16036773
gb,k5,r4,3,D,0.15953422
gb,k5,r4,3,G,0.16055723
gb,k5,r4,4,C,0.16161782
gb,k5,r4,4,E,0.15812269
gb,k5,r4,4,F,0.15791483
gb,k5,r4,4,D,0.15885684
gb,k5,r4,4,G,0.16087288
gb,k5,r4,5,C,0.16247854
gb,k5,r4,5,E,0.16325611
gb,k5,r4,5,F,0.1608094
gb,k5,r4,5,D,0.1597529
gb,k5,r4,5,G,0.16157734
gb,k5,r7,0,C,0.1600324
gb,k5,r7,0,E,0.16028064
gb,k5,r7,0,F,0.16063096
gb,k5,r7,0,D,0.1588762
gb,k5,r7,0,G,0.16000593
gb,k5,r7,1,C,0.15865985
gb,k5,r7,1,E,0.1610641
gb,k5,r7,1,F,0.16001844
gb,k5,r7,1,D,0.16039093
gb,k5,r7,1,G,0.16249198
gb,k5,r7,2,C,0.16138184
gb,k5,r7,2,E,0.16078396
gb,k5,r7,2,F,0.16192897
gb,k5,r7,2,D,0.15911987
gb,k5,r7,2,G,0.15967849
gb,k5,r7,3,C,0.16223371
gb,k5,r7,3,E,0.15867937
gb,k5,r7,3,F,0.16062957
gb,k5,r7,3,D,0.16123073
gb,k5,r7,3,G,0.16029716
gb,k5,r7,4,C,0.15845746
gb,k5,r7,4,E,0.15972492
gb,k5,r7,4,F,0.15871097
gb,k5,r7,4,D,0.15883943
gb,k5,r7,4,G,0.15947106
gb,k5,r7,5,C,0.15932366
